Family,Control,Property,Meaning,Confidence,Primary source URL
Modern,Button,Italic,Italic text.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,Underline,Underlined text.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,Strikethrough,Strikethrough text.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,BorderColor,Border colour.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,BorderStyle,Border line style.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,BorderThickness,Border width.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,RadiusTopLeft,Top-left corner radius.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,RadiusTopRight,Top-right corner radius.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,RadiusBottomLeft,Bottom-left corner radius.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,RadiusBottomRight,Bottom-right corner radius.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,AccessibleLabel,Screen-reader label.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,Tooltip,Hover/help text.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Button,ContentLanguage,Language tag for control content.,High,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-button
Modern,Card,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-card
Modern,Checkbox,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-checkbox
Modern,Combobox,Items,Table/list of records or values displayed by a selector/data control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,DefaultSelectedItems,Initial selected records for multi-select controls.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Selected,Currently selected record/item.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,SelectedItems,Selected records when multi-select is enabled.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,DisplayFields,Fields shown in list/search results.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,SearchFields,Fields searched by user input.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,SearchText,Current search text entered into searchable selector.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,OnChange,Formula run when a value changes.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,ValidationState,Validation visual state.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,Appearance,Modern visual style variant.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Combobox,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-combobox
Modern,Copilot answer,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-copilot-answer
Modern,Data Grid,Items,Table/list of records or values displayed by a selector/data control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,Selected,Currently selected record/item.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,OnSelect,Formula run when user selects/clicks/taps a control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,ReflowBehavior,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Data Grid,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-data-grid
Modern,Date picker,SelectedDate,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,DefaultSelectedDate,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,MinDate,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,MaxDate,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Format,Data/text format.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,OnChange,Formula run when a value changes.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,ValidationState,Validation visual state.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,Appearance,Modern visual style variant.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Date picker,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-date-picker
Modern,Dropdown,Items,Table/list of records or values displayed by a selector/data control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Default,Initial value for an input/control before user interaction or reset.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Selected,Currently selected record/item.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,OnChange,Formula run when a value changes.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,ValidationState,Validation visual state.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,Appearance,Modern visual style variant.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Dropdown,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-dropdown
Modern,Header,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-header
Modern,Icon,Icon,Icon name or icon value.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,IconStyle,Modern icon style.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,IconRotation,Rotation applied to icon.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Color,Text/foreground colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,Tooltip,Hover/help text.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Icon,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-icon
Modern,Info button,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-info-button
Modern,Link,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-link
Modern,Number input,Value,Current numeric/Boolean/rating value.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Default,Initial value for an input/control before user interaction or reset.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Min,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Max,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Step,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,OnChange,Formula run when a value changes.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,ValidationState,Validation visual state.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,Appearance,Modern visual style variant.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Number input,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-number-input
Modern,Progress bar,PROPERTY SET NOT YET FULLY HARVESTED,"Individual Microsoft page exists or is inferred from docs tree, but exact property list needs extraction from Learn/GitHub and Studio code view.",Gap flagged,https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-progress-bar
Modern,Radio group,Items,Table/list of records or values displayed by a selector/data control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Selected,Currently selected record/item.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Default,Initial value for an input/control before user interaction or reset.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,OnChange,Formula run when a value changes.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Layout,Arrangement of icon/text or options.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,ValidationState,Validation visual state.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,DisplayMode,Interaction state of control.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Visible,Whether the control is shown.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,X,Horizontal position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Y,Vertical position.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Width,Control width.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Height,Control height.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,AccessibleLabel,Screen-reader label.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,ContentLanguage,Language tag for control content.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,Appearance,Modern visual style variant.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Radio group,BasePaletteColor,Modern theme palette base colour.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-controls-radio-group
Modern,Rating,Value,Current numeric/Boolean/rating value.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-rating
Modern,Rating,Default,Initial value for an input/control before user interaction or reset.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-rating
Modern,Rating,Max,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-rating
Modern,Rating,Precision,Control-specific property. Definition should be verified against the current control page or Studio code view.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-rating
Modern,Rating,Icon,Icon name or icon value.,"Medium, needs per-control verification",https://learn.microsoft.com/en-us/power-apps/maker/canvas-apps/controls/modern-controls/modern-control-rating
